run_id,pair_id,timestamp,dataset,object_id,object_name,split,reference_frame_id,reference_scene_id,reference_image_id,reference_instance_index,query_frame_id,query_scene_id,query_image_id,query_instance_index,random_seed,method,path,generator,segmentation_mode,segmentation_model,mask_type,source_validation_enabled,bidirectional_enabled,rejection_enabled,pose_direction,pose_convention,translation_unit,depth_unit,mesh_unit,camera_convention,gt_relative_rotation_deg,gt_relative_translation_cm,gt_tx_cm,gt_ty_cm,gt_tz_cm,gt_pose_path,estimated_rotation_deg,estimated_translation_cm,est_tx_cm,est_ty_cm,est_tz_cm,estimated_pose_path,rotation_error_deg,translation_error_cm,translation_error_x_cm,translation_error_y_cm,translation_error_z_cm,success_5deg_5cm,success_2deg_2cm,success_1deg_1cm,success_5deg_2cm,success_10deg_5cm,success_15deg_5cm,catastrophic_failure,add,adds,add_normalized,adds_normalized,success_add_10pct_diameter,ref_path_rotation_error_deg,ref_path_translation_error_cm,query_path_rotation_error_deg,query_path_translation_error_cm,bidirectional_rotation_disagreement_deg,bidirectional_translation_disagreement_cm,selected_path,selector_correct,selector_correct_definition,confidence_raw,confidence_calibrated,rejected,rejection_reason,bidirectional_consistency_score,mask_score,depth_score,source_validation_score,final_selection_score,top1_top2_margin,reference_mesh_scale,query_mesh_scale,reference_source_mask_iou,reference_source_depth_residual_cm,query_source_mask_iou,query_source_depth_residual_cm,ref_to_query_mask_iou,ref_to_query_depth_residual_cm,ref_to_query_foundationpose_score,query_to_ref_mask_iou,query_to_ref_depth_residual_cm,query_to_ref_foundationpose_score,segmentation_time_sec,generation_time_ref_sec,generation_time_query_sec,generation_time_sec,source_anchor_time_sec,cross_alignment_time_sec,foundationpose_time_sec,relative_pose_time_sec,consistency_time_sec,cross_evidence_time_sec,selection_time_sec,scoring_time_sec,visualization_time_sec,total_time_sec,total_time_scope,shared_reference_time_sec,standalone_equivalent_time_sec,gpu_name,peak_gpu_memory_mb,git_commit,config_hash,experiment_config_path,instantmesh_commit,foundationpose_commit
run_20260730T210311982423+0900_5413dcc3,linemod_obj08_r000008_000000_i00_q000008_000001_i00,2026-07-30T21:06:01+09:00,linemod,8,driller,test,000008_000000_i00,8,0,0,000008_000001_i00,8,1,0,42,ref_only,reference_proxy,instantmesh,text_prompt,sam3,sam3,True,False,False,query_from_reference,T_query_camera_from_reference_camera,meter,meter,meter,opencv,4.456807637050301,5.776062235236168,-4.061906412243843,0.42615151032805443,-4.084385931491852,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000001_i00/research/poses/H_query_from_reference_ground_truth.npy,5.249155085757978,7.769882678985596,-6.513845920562744,-1.151751633733511,-4.076071083545685,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000001_i00/research/poses/H_query_from_reference_reference_proxy.npy,1.6148563910965865,2.915794029281025,-2.451939508318901,-1.5779031440615654,0.008314847946166992,True,False,False,False,True,True,False,,,,,,1.6148563910965865,2.915794029281025,0.7558385663071668,1.336223989608557,1.0971177240440921,2.0753051300841694,query_proxy,True,pareto_rotation_translation,,,False,,0.9330549628145021,0.821307915057915,0.9874763834827643,0.9006176284127319,,,0.32467145745758713,0.30942108931671647,0.8171482075976458,0.39333419588536667,0.8718272509155196,0.5811776246728306,0.821307915057915,0.4066060827290797,91.4921875,0.8741731175228712,0.5771725752443435,78.71875,,,,,,,,,,,,,,,,,,NVIDIA GeForce RTX 5060 Ti,,,5413dcc32656db601cb9190ecb19b257ebed92587319077d9a5fcbe8f4959d7c,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/pipeline_config.json,08822c52fdc399b93ea00e4fa9e596344ed52ccc,a1b694b83e633c2cb6115b9063d940a687759392
run_20260730T210311982423+0900_5413dcc3,linemod_obj08_r000008_000000_i00_q000008_000001_i00,2026-07-30T21:06:01+09:00,linemod,8,driller,test,000008_000000_i00,8,0,0,000008_000001_i00,8,1,0,42,query_only,query_proxy,instantmesh,text_prompt,sam3,sam3,True,False,False,query_from_reference,T_query_camera_from_reference_camera,meter,meter,meter,opencv,4.456807637050301,5.776062235236168,-4.061906412243843,0.42615151032805443,-4.084385931491852,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000001_i00/research/poses/H_query_from_reference_ground_truth.npy,4.356580034009103,6.187739223241806,-4.465452581644058,-0.8424419909715652,-4.199779033660889,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000001_i00/research/poses/H_query_from_reference_query_proxy.npy,0.7558385663071668,1.336223989608557,-0.40354616940021515,-1.2685935012996197,-0.11539310216903687,True,True,False,True,True,True,False,,,,,,1.6148563910965865,2.915794029281025,0.7558385663071668,1.336223989608557,1.0971177240440921,2.0753051300841694,query_proxy,True,pareto_rotation_translation,,,False,,0.9330549628145021,0.8741731175228712,0.9813466956464121,0.9135505578469976,,,0.32467145745758713,0.30942108931671647,0.8171482075976458,0.39333419588536667,0.8718272509155196,0.5811776246728306,0.821307915057915,0.4066060827290797,91.4921875,0.8741731175228712,0.5771725752443435,78.71875,,,,,,,,,,,,,,,,,,NVIDIA GeForce RTX 5060 Ti,,,5413dcc32656db601cb9190ecb19b257ebed92587319077d9a5fcbe8f4959d7c,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/pipeline_config.json,08822c52fdc399b93ea00e4fa9e596344ed52ccc,a1b694b83e633c2cb6115b9063d940a687759392
run_20260730T210311982423+0900_5413dcc3,linemod_obj08_r000008_000000_i00_q000008_000001_i00,2026-07-30T21:06:01+09:00,linemod,8,driller,test,000008_000000_i00,8,0,0,000008_000001_i00,8,1,0,42,dual_validated,bidirectional,instantmesh,text_prompt,sam3,sam3,True,True,True,query_from_reference,T_query_camera_from_reference_camera,meter,meter,meter,opencv,4.456807637050301,5.776062235236168,-4.061906412243843,0.42615151032805443,-4.084385931491852,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000001_i00/research/poses/H_query_from_reference_ground_truth.npy,4.356580034009103,6.187739223241806,-4.465452581644058,-0.8424419909715652,-4.199779033660889,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000001_i00/research/poses/H_query_from_reference_final.npy,0.7558385663071668,1.336223989608557,-0.40354616940021515,-1.2685935012996197,-0.11539310216903687,True,True,False,True,True,True,False,,,,,,1.6148563910965865,2.915794029281025,0.7558385663071668,1.336223989608557,1.0971177240440921,2.0753051300841694,query_proxy,True,pareto_rotation_translation,0.46630301665516927,,False,,0.9330549628145021,0.847740516290393,0.9844115395645883,0.9070840931298647,0.9234171771913342,0.0013714194527843226,0.32467145745758713,0.30942108931671647,0.8171482075976458,0.39333419588536667,0.8718272509155196,0.5811776246728306,0.821307915057915,0.4066060827290797,91.4921875,0.8741731175228712,0.5771725752443435,78.71875,20.743215523994877,31.629600088999723,26.94283295799687,58.57243304699659,65.89559998601908,12.258457894000458,78.15405788001954,0.005786327994428575,0.004394122006488033,1.0692242789955344,0.0013047260144958273,4.820366112006013,0.10181663499679416,95.78672399600327,batch_query_excluding_shared_reference,73.21481338101148,169.00153737701476,NVIDIA GeForce RTX 5060 Ti,,,5413dcc32656db601cb9190ecb19b257ebed92587319077d9a5fcbe8f4959d7c,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/pipeline_config.json,08822c52fdc399b93ea00e4fa9e596344ed52ccc,a1b694b83e633c2cb6115b9063d940a687759392
run_20260730T210311982423+0900_5413dcc3,linemod_obj08_r000008_000000_i00_q000008_000002_i00,2026-07-30T21:07:40+09:00,linemod,8,driller,test,000008_000000_i00,8,0,0,000008_000002_i00,8,2,0,42,ref_only,reference_proxy,instantmesh,text_prompt,sam3,sam3,True,False,False,query_from_reference,T_query_camera_from_reference_camera,meter,meter,meter,opencv,6.520636390497327,7.2082482278347015,-4.593687877058983,4.785183072090149,-2.8211522847414017,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000002_i00/research/poses/H_query_from_reference_ground_truth.npy,5.118640731271777,5.005431547760963,-2.760637551546097,2.180219814181328,-3.560880199074745,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000002_i00/research/poses/H_query_from_reference_reference_proxy.npy,1.8288204545258795,3.2700312625664294,1.833050325512886,-2.604963257908821,-0.7397279143333435,True,False,False,False,True,True,False,,,,,,1.8288204545258795,3.2700312625664294,3.8401018422353532,6.795757467589791,4.346971083277969,7.738705911305721,,,pareto_rotation_translation,,,False,,0.7631266291560549,0.811299987770576,0.9866059138932364,0.9006176284127319,,,0.32467145745758713,0.33683489780231946,0.8171482075976458,0.39333419588536667,0.7850325884543762,0.4853629866404513,0.811299987770576,0.4348677457595358,91.9609375,0.7925991861648016,0.5103453726559835,99.2138671875,,,,,,,,,,,,,,,,,,NVIDIA GeForce RTX 5060 Ti,,,5413dcc32656db601cb9190ecb19b257ebed92587319077d9a5fcbe8f4959d7c,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/pipeline_config.json,08822c52fdc399b93ea00e4fa9e596344ed52ccc,a1b694b83e633c2cb6115b9063d940a687759392
run_20260730T210311982423+0900_5413dcc3,linemod_obj08_r000008_000000_i00_q000008_000002_i00,2026-07-30T21:07:40+09:00,linemod,8,driller,test,000008_000000_i00,8,0,0,000008_000002_i00,8,2,0,42,query_only,query_proxy,instantmesh,text_prompt,sam3,sam3,True,False,False,query_from_reference,T_query_camera_from_reference_camera,meter,meter,meter,opencv,6.520636390497327,7.2082482278347015,-4.593687877058983,4.785183072090149,-2.8211522847414017,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000002_i00/research/poses/H_query_from_reference_ground_truth.npy,9.352799270355865,10.785002261400223,-10.385250300168991,1.2348158285021782,-2.6340248063206673,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000002_i00/research/poses/H_query_from_reference_query_proxy.npy,3.8401018422353532,6.795757467589791,-5.791562423110008,-3.5503672435879707,0.1871274784207344,False,False,False,False,False,False,False,,,,,,1.8288204545258795,3.2700312625664294,3.8401018422353532,6.795757467589791,4.346971083277969,7.738705911305721,,,pareto_rotation_translation,,,False,,0.7631266291560549,0.7925991861648016,0.9848487975567337,0.8899403560996665,,,0.32467145745758713,0.33683489780231946,0.8171482075976458,0.39333419588536667,0.7850325884543762,0.4853629866404513,0.811299987770576,0.4348677457595358,91.9609375,0.7925991861648016,0.5103453726559835,99.2138671875,,,,,,,,,,,,,,,,,,NVIDIA GeForce RTX 5060 Ti,,,5413dcc32656db601cb9190ecb19b257ebed92587319077d9a5fcbe8f4959d7c,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/pipeline_config.json,08822c52fdc399b93ea00e4fa9e596344ed52ccc,a1b694b83e633c2cb6115b9063d940a687759392
run_20260730T210311982423+0900_5413dcc3,linemod_obj08_r000008_000000_i00_q000008_000002_i00,2026-07-30T21:07:40+09:00,linemod,8,driller,test,000008_000000_i00,8,0,0,000008_000002_i00,8,2,0,42,dual_validated_reject,bidirectional,instantmesh,text_prompt,sam3,sam3,True,True,True,query_from_reference,T_query_camera_from_reference_camera,meter,meter,meter,opencv,6.520636390497327,7.2082482278347015,-4.593687877058983,4.785183072090149,-2.8211522847414017,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000002_i00/research/poses/H_query_from_reference_ground_truth.npy,,,,,,,,,,,,,,,,,,,,,,,,1.8288204545258795,3.2700312625664294,3.8401018422353532,6.795757467589791,4.346971083277969,7.738705911305721,,,pareto_rotation_translation,0.0,,True,no_pair_passed_bidirectional_hard_gate,0.7631266291560549,0.8019495869676888,0.985727355724985,0.8952789922561992,0.8722025107099477,,0.32467145745758713,0.33683489780231946,0.8171482075976458,0.39333419588536667,0.7850325884543762,0.4853629866404513,0.811299987770576,0.4348677457595358,91.9609375,0.7925991861648016,0.5103453726559835,99.2138671875,19.144759709990467,31.629600088999723,28.6995184970001,60.32911858599982,70.78686147200642,12.233728410996264,83.02058988300269,0.005483650995302014,0.004254955012584105,0.9203038080013357,0.0010872660059249029,4.681560309021734,0.0907791339996038,99.62471312700654,batch_query_excluding_shared_reference,73.21481338101148,172.83952650801803,NVIDIA GeForce RTX 5060 Ti,,,5413dcc32656db601cb9190ecb19b257ebed92587319077d9a5fcbe8f4959d7c,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/pipeline_config.json,08822c52fdc399b93ea00e4fa9e596344ed52ccc,a1b694b83e633c2cb6115b9063d940a687759392
run_20260730T210311982423+0900_5413dcc3,linemod_obj08_r000008_000000_i00_q000008_000003_i00,2026-07-30T21:09:19+09:00,linemod,8,driller,test,000008_000000_i00,8,0,0,000008_000003_i00,8,3,0,42,ref_only,reference_proxy,instantmesh,text_prompt,sam3,sam3,True,False,False,query_from_reference,T_query_camera_from_reference_camera,meter,meter,meter,opencv,8.914404320124715,16.869284212589264,-1.428115926682949,16.807645559310913,0.19055921584367752,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000003_i00/research/poses/H_query_from_reference_ground_truth.npy,6.933133492424537,13.445895910263062,-0.280684232711792,13.427451252937317,-0.6456614937633276,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000003_i00/research/poses/H_query_from_reference_reference_proxy.npy,2.085727428214615,3.666275782909087,1.147431693971157,-3.380194306373596,-0.8362207096070051,True,False,False,False,True,True,False,,,,,,2.085727428214615,3.666275782909087,1.1496383963603505,0.7535628687121755,2.2290242519576617,3.3823391611255826,,,pareto_rotation_translation,,,False,,0.8848731512787461,0.8081838130889376,0.9849711312998012,0.9006176284127319,,,0.32467145745758713,0.31801635608490597,0.8171482075976458,0.39333419588536667,0.8006782215523738,0.9332044546715941,0.8081838130889376,0.487944470483225,98.154296875,0.7587730371118404,0.8877474682374079,113.5703125,,,,,,,,,,,,,,,,,,NVIDIA GeForce RTX 5060 Ti,,,5413dcc32656db601cb9190ecb19b257ebed92587319077d9a5fcbe8f4959d7c,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/pipeline_config.json,08822c52fdc399b93ea00e4fa9e596344ed52ccc,a1b694b83e633c2cb6115b9063d940a687759392
run_20260730T210311982423+0900_5413dcc3,linemod_obj08_r000008_000000_i00_q000008_000003_i00,2026-07-30T21:09:19+09:00,linemod,8,driller,test,000008_000000_i00,8,0,0,000008_000003_i00,8,3,0,42,query_only,query_proxy,instantmesh,text_prompt,sam3,sam3,True,False,False,query_from_reference,T_query_camera_from_reference_camera,meter,meter,meter,opencv,8.914404320124715,16.869284212589264,-1.428115926682949,16.807645559310913,0.19055921584367752,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000003_i00/research/poses/H_query_from_reference_ground_truth.npy,8.713568834142812,16.615217924118042,-0.7544950116425753,16.591963171958923,0.45050722546875477,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000003_i00/research/poses/H_query_from_reference_query_proxy.npy,1.1496383963603505,0.7535628687121755,0.6736209150403738,-0.21568238735198975,0.25994800962507725,True,True,False,True,True,True,False,,,,,,2.085727428214615,3.666275782909087,1.1496383963603505,0.7535628687121755,2.2290242519576617,3.3823391611255826,,,pareto_rotation_translation,,,False,,0.8848731512787461,0.7587730371118404,0.9720848487427989,0.8659891226969515,,,0.32467145745758713,0.31801635608490597,0.8171482075976458,0.39333419588536667,0.8006782215523738,0.9332044546715941,0.8081838130889376,0.487944470483225,98.154296875,0.7587730371118404,0.8877474682374079,113.5703125,,,,,,,,,,,,,,,,,,NVIDIA GeForce RTX 5060 Ti,,,5413dcc32656db601cb9190ecb19b257ebed92587319077d9a5fcbe8f4959d7c,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/pipeline_config.json,08822c52fdc399b93ea00e4fa9e596344ed52ccc,a1b694b83e633c2cb6115b9063d940a687759392
run_20260730T210311982423+0900_5413dcc3,linemod_obj08_r000008_000000_i00_q000008_000003_i00,2026-07-30T21:09:19+09:00,linemod,8,driller,test,000008_000000_i00,8,0,0,000008_000003_i00,8,3,0,42,dual_validated_reject,bidirectional,instantmesh,text_prompt,sam3,sam3,True,True,True,query_from_reference,T_query_camera_from_reference_camera,meter,meter,meter,opencv,8.914404320124715,16.869284212589264,-1.428115926682949,16.807645559310913,0.19055921584367752,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000003_i00/research/poses/H_query_from_reference_ground_truth.npy,,,,,,,,,,,,,,,,,,,,,,,,2.085727428214615,3.666275782909087,1.1496383963603505,0.7535628687121755,2.2290242519576617,3.3823391611255826,,,pareto_rotation_translation,0.0,,True,no_pair_passed_bidirectional_hard_gate,0.8848731512787461,0.783478425100389,0.9785279900213,0.8833033755548416,0.8889507668079047,,0.32467145745758713,0.31801635608490597,0.8171482075976458,0.39333419588536667,0.8006782215523738,0.9332044546715941,0.8081838130889376,0.487944470483225,98.154296875,0.7587730371118404,0.8877474682374079,113.5703125,19.769014802979655,31.629600088999723,28.874727310001617,60.50432739900134,68.39812403800897,12.156683508001151,80.55480754601012,0.005691965998266824,0.003907533988240175,0.9611839300050633,0.0013682480057468638,4.709913090991904,0.0979654910042882,98.60102588099835,batch_query_excluding_shared_reference,73.21481338101148,171.81583926200983,NVIDIA GeForce RTX 5060 Ti,,,5413dcc32656db601cb9190ecb19b257ebed92587319077d9a5fcbe8f4959d7c,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/pipeline_config.json,08822c52fdc399b93ea00e4fa9e596344ed52ccc,a1b694b83e633c2cb6115b9063d940a687759392
run_20260730T210311982423+0900_5413dcc3,linemod_obj08_r000008_000000_i00_q000008_000004_i00,2026-07-30T21:12:05+09:00,linemod,8,driller,test,000008_000000_i00,8,0,0,000008_000004_i00,8,4,0,42,ref_only,reference_proxy,instantmesh,text_prompt,sam3,sam3,True,False,False,query_from_reference,T_query_camera_from_reference_camera,meter,meter,meter,opencv,17.618307209052578,30.49129545688629,0.9777680970728397,30.31420111656189,3.132450580596924,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000004_i00/research/poses/H_query_from_reference_ground_truth.npy,16.722985444343635,28.601154685020447,3.3158909529447556,28.295010328292847,2.534421719610691,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/queries/q000008_000004_i00/research/poses/H_query_from_reference_reference_proxy.npy,1.8906308820820152,3.14667895520876,2.338122855871916,-2.019190788269043,-0.5980288609862328,True,False,False,False,True,True,False,,,,,,1.8906308820820152,3.14667895520876,42.52873296072392,70.248729555786,43.553048127045265,71.48636900218833,,,pareto_rotation_translation,,,False,,0.0,0.8013821346301511,0.9835657350083241,0.9006176284127319,,,0.32467145745758713,0.2785569071309026,0.8171482075976458,0.39333419588536667,0.5845821325648415,0.23737942248427749,0.8013821346301511,0.5335736767091593,91.328125,0.7418735427239062,0.5073197683520078,122.78125,,,,,,,,,,,,,,,,,,NVIDIA GeForce RTX 5060 Ti,,,5413dcc32656db601cb9190ecb19b257ebed92587319077d9a5fcbe8f4959d7c,/home/park/vm/code/outputs/batch_visible_scale_query_only_fallback_o08_q000001-000005/pipeline_config.json,08822c52fdc399b93ea00e4fa9e596344ed52ccc,a1b694b83e633c2cb6115b9063d940a687759392
